EnsembleID	GeneSymbol/Users/jimmiinguyen/Downloads/GSE131671_LungBasal.coding.qn.txt	SJW-RNA_CRE-2	SJW-RNA_CRE-3	SJW-RNA_WT-1	SJW-RNA_WT-2	SJW-RNA_WT-3
ENSMUSG00000067722	BC003965	5.654278333	5.630606667	5.307743333	5.616003333	6.091371667
ENSMUSG00000021458	2010111I01Rik	12.98666667	15.8949	33.58171667	15.78771667	17.40013333
ENSMUSG00000021451	Sema4d	5.823955	5.694315	19.09808333	7.796948333	8.207675
ENSMUSG00000021453	Gadd45g	40.1191	29.66043333	8.811265	29.27188333	27.06931667
ENSMUSG00000021457	Syk	1.754671667	2.031785	1.539676667	2.065135	3.033643333
ENSMUSG00000052783	Grk4	0.455636667	0.551278	2.994146667	0.443511167	0.243495
ENSMUSG00000038900	Rpl12	642.9823333	603.6365	388.363	487.5813333	591.0855
ENSMUSG00000038902	Pogz	9.96212	11.12468333	12.56918333	10.53491667	11.68561667
ENSMUSG00000038903	Ccdc68	10.139735	9.756061667	15.69381667	10.86776667	10.95738333
ENSMUSG00000038909	Kat7	27.60605	30.76958333	20.44938333	21.97678333	26.70988333
ENSMUSG00000019952	Poc1b	2.718453333	4.598165	2.859356667	2.406988333	4.753821667
ENSMUSG00000019951	Uhrf1bp1l	10.63558333	10.69781667	13.76003333	11.90146667	10.65821667
ENSMUSG00000045165	AI467606	0.943086833	3.937218333	2.372951667	0.783677	4.54189
ENSMUSG00000050332	Amer1	2.975105	2.550931667	6.047256667	4.359906667	3.074616667
ENSMUSG00000032998	Foxj3	12.21108333	12.16936667	15.93705	13.0936	12.61783333
ENSMUSG00000032997	Chpf	11.7971	11.3294	6.395163333	10.34424667	10.84398333
ENSMUSG00000020329	Polrmt	9.887545	10.51328333	6.756118333	9.57828	8.692013333
ENSMUSG00000020328	Nudcd2	51.85945	53.18148333	26.11935	55.19936667	61.17175
ENSMUSG00000027115	Kif18a	2.838746667	3.981305	2.670651667	2.559451667	4.557958333
ENSMUSG00000020325	Fstl3	3.004203333	1.959855	3.85851	2.464838333	2.907008333
ENSMUSG00000027111	Itga6	213.8193333	160.4121667	128.8421667	303.1323333	238.655
ENSMUSG00000020326	Ccng1	215.1853333	189.956	108.267	190.9831667	157.2936667
ENSMUSG00000096262	Ap1g1	18.32288333	16.28718333	23.97598333	20.83489167	18.61808333
ENSMUSG00000048249	Crebrf	6.828195	6.412925	17.46473333	6.59706	4.389505
ENSMUSG00000054252	Fgfr3	0.205047167	0.281326833	7.833641667	0.279104333	0.5417655
ENSMUSG00000026248	Mrpl44	7.9927	9.040695	9.82653	9.040695	11.22736667
ENSMUSG00000026249	Serpine2	113.1436667	103.9137	37.05491667	80.58243333	68.50878333
ENSMUSG00000026245	Farsb	26.98778333	25.43388333	20.38373333	28.80638333	30.47463333
ENSMUSG00000026240	Cops7b	7.897513333	8.113113333	7.099853333	8.509888333	8.344881667
ENSMUSG00000030591	Psmd8	71.07888333	72.43696667	66.23996667	71.04971667	76.15501667
ENSMUSG00000030590	Fam98c	3.824813333	5.350023333	4.05296	3.562061667	4.243405
ENSMUSG00000030595	Nfkbib	9.626945	9.449538333	5.931798333	8.006915	10.318095
ENSMUSG00000030598	Fbxo17	4.225693333	5.738546667	4.326891667	3.648721667	5.386656667
ENSMUSG00000034032	Rpap1	5.622521667	6.112915	6.356168333	6.92235	7.226651667
ENSMUSG00000034035	Ccdc17	4.20001	2.95289	6.23355	6.629445	3.32485
ENSMUSG00000019297	Nop9	8.113113333	9.573296667	5.425081667	7.982541667	10.48268333
ENSMUSG00000060969	Irx1	3.293018333	3.52751	3.609995	2.283795	3.073758333
ENSMUSG00000060962	Dmkn	1.105251667	0.254172	3.456596667	6.521361667	15.66576667
ENSMUSG00000060961	Slc4a4	12.17295	11.9034	38.16678333	16.26761667	13.40853333
ENSMUSG00000023143	Nagpa	4.592851667	4.15415	4.283156667	4.285353333	3.853066667
ENSMUSG00000023147	Wrb	6.727721667	6.539681667	4.639535	6.17107	5.654278333
ENSMUSG00000005804	Bloc1s6	13.05496667	12.51638333	17.06406667	14.42555	14.14301667
ENSMUSG00000005803	Sqrdl	32.25091667	24.00398333	36.1886	30.3877	24.18246667
ENSMUSG00000073197	5730507C01Rik	2.044486667	1.93179	2.360901667	1.992831667	1.905565
ENSMUSG00000031642	Sh3rf1	10.84831667	11.45731667	16.24435	13.26103333	13.9795
ENSMUSG00000031644	Nek1	6.592651667	5.979386667	6.919315	6.037838333	5.537451667
ENSMUSG00000031647	Mfap3l	11.5572	14.27888333	17.58278333	12.1455	13.3572
ENSMUSG00000049672	Zbtb14	4.882215	5.266161667	6.806941667	5.151763333	6.078233333
ENSMUSG00000026932	Nacc2	8.638163333	8.941853333	9.12416	8.062153333	8.631578333
ENSMUSG00000026933	Camsap1	11.69955	11.98415	9.046406667	10.7731	10.74206667
ENSMUSG00000026930	Gpsm1	11.82975	10.96941667	8.849231667	10.5318	9.383026667
ENSMUSG00000026938	Fcna	0.969871	1.007150333	0.206499333	0.646815833	0.563315
ENSMUSG00000026939	Tmem141	8.136821667	7.807081667	9.626945	9.521911667	8.699746667
ENSMUSG00000043733	Ptpn11	30.9323	32.11835	29.70815	30.91816667	34.68208333
ENSMUSG00000022231	Sema5a	3.706356667	3.761191667	2.857271667	3.881373333	4.27316
ENSMUSG00000022235	Cmbl	1.61469	0.670616833	4.947626667	4.815841667	1.268571667
ENSMUSG00000022234	Cct5	187.9545	213.8193333	112.3198333	156.0828333	186.3736667
ENSMUSG00000022236	Ropn1l	1.46951	1.780846667	1.256121667	1.817535	1.881008333
ENSMUSG00000029229	Chic2	3.854316667	14.73188333	8.488925	3.463908333	6.960678333
ENSMUSG00000029228	Lnx1	4.128078333	3.04371	6.905593333	4.655285	3.29698
ENSMUSG00000035349	Mia2	0.498352	0.337392833	1.80277	0.508034167	0.366281
ENSMUSG00000035342	Lzts2	22.65101667	19.77331667	14.56791667	17.82608333	16.51208333
ENSMUSG00000028576	Ift74	8.951298333	7.469218333	6.037838333	7.160625	8.342951667
ENSMUSG00000028577	Plaa	34.75831667	33.99763333	23.94421667	35.17041667	38.36351667
ENSMUSG00000028572	Hook1	14.31685	13.46541667	34.71873333	18.92548333	19.09548333
ENSMUSG00000028573	Fggy	5.139436667	6.092111667	4.061303333	4.825645	4.210691667
ENSMUSG00000028578	Caap1	5.098913333	4.879265	4.909888333	5.163576667	5.9082
ENSMUSG00000025507	Lrdd	6.061985	8.462756667	1.457953333	5.503556667	5.653395
ENSMUSG00000025505	Tmem80	7.699585	9.379823333	9.921065	10.26809	8.1451
ENSMUSG00000006057	Atp5g1	95.07538333	96.0178	57.85895	79.35035	89.86728333
ENSMUSG00000006058	Snf8	56.73598333	59.09198333	38.48235	47.7038	53.03263333
ENSMUSG00000042063	Zfp386	9.41406	8.911755	11.14486667	9.966095	9.444526667
ENSMUSG00000042066	Tmcc2	4.082951667	3.600386667	1.229485	2.766636667	3.02036
ENSMUSG00000007987	Rabl5	18.87345	18.27631667	13.164	16.09906667	15.75636667
ENSMUSG00000044966	Fbxo48	1.757606667	2.039588333	0.551001667	1.997808333	2.065135
ENSMUSG00000087230	Mroh3	1.257113333	0.407175	0.3136215	1.881008333	0.943086833
ENSMUSG00000032525	Nktr	44.4655	41.16498333	72.0067	55.47211667	40.53736667
ENSMUSG00000032526	Deb1	15.8949	15.61743333	9.333591667	12.14085	15.234
ENSMUSG00000032527	Pccb	4.83269	5.046168333	10.76508333	4.993713333	5.574373333
ENSMUSG00000024304	Cdh2	6.549046667	5.394785	1.997028333	3.937218333	3.1605
ENSMUSG00000079451	Tmprss11g	0.185797167	0.086352983	5.496086667	1.608063333	1.529038333
ENSMUSG00000024302	Dtna	1.90654	1.731705	3.038588333	1.941086667	1.843066667
ENSMUSG00000024301	Kifc5b	7.167476667	8.27918	2.224041667	7.32526	8.678715
ENSMUSG00000024309	H2-Ke2	51.82201667	51.36836667	39.4807	46.14711667	49.83533333
ENSMUSG00000024308	Tapbp	59.7984	48.28	115.8113333	60.41355	43.68021667
ENSMUSG00000044033	Ccdc141	4.644628333	5.702055	11.29201667	7.515871667	8.04998
ENSMUSG00000044030	Irf2bp1	6.257281667	5.635396667	6.21737	5.639225	5.507755
ENSMUSG00000044037	Als2cl	24.74633333	21.38963333	61.47611667	40.20475	31.05411667
ENSMUSG00000001911	Nfix	16.72541667	24.9373	16.0559	12.75635	19.71375
ENSMUSG00000001910	Nacc1	20.60523333	23.92466667	16.39485	20.89831667	23.61206667
ENSMUSG00000059552	Trp53	55.51491667	60.2715	30.3877	50.67801667	60.1999
ENSMUSG00000059554	Ccdc28a	6.263023333	4.255023333	6.469623333	5.10692	4.658388333
ENSMUSG00000059555	Tor4a	12.07621667	11.1856	14.50575	12.09585	10.94188333
ENSMUSG00000032289	Thsd4	5.92687	1.76473	27.85856667	8.806818333	3.44544
ENSMUSG00000074238	Ap1ar	17.14015	18.31726667	18.5638	18.66325	20.82193333
ENSMUSG00000041607	Mbp	13.17733333	12.26869167	33.09365	17.60165	15.76086667
ENSMUSG00000041605	5730559C18Rik	11.40605	14.20458333	21.73715	14.76768333	17.33203333
ENSMUSG00000041609	Ccdc64	1.884738333	1.439031667	1.736643333	1.373258333	1.849895
ENSMUSG00000050786	Ccdc126	2.43647	2.116973333	1.975865	1.70716	1.7953
ENSMUSG00000047604	Frat2	1.612831667	2.924358333	4.221296667	1.986225	2.801788333
ENSMUSG00000047603	Zfp235	1.148896667	0.889484667	1.28854	1.328981667	1.19485
ENSMUSG00000056602	Fry	0.09658565	0.178471	1.05548	0.120753333	0.200165167
ENSMUSG00000024150	Mcfd2	35.02836667	37.57348333	26.73996667	33.50751667	34.1713
ENSMUSG00000027654	Fam83d	4.054838333	6.263023333	1.287113333	3.143673333	6.806941667
ENSMUSG00000027655	Dhx35	7.218948333	7.15851	5.537451667	7.053626667	7.428061667
ENSMUSG00000027656	Wisp2	28.37108333	32.53925	11.43115	21.73938333	27.7025
ENSMUSG00000024151	Msh2	11.06828333	12.17295	9.409398333	9.673131667	15.97001667
ENSMUSG00000027650	Tti1	10.83815	9.806518333	7.138043333	10.177265	9.09188
ENSMUSG00000027651	Rprd1b	6.820768333	7.435765	8.4569	6.696886667	7.406415
ENSMUSG00000027652	Ralgapb	16.7034	17.40603333	19.6003	17.97768333	16.85868333
ENSMUSG00000004364	Cul3	33.62528333	37.04421667	36.24013333	34.93488333	40.80985
ENSMUSG00000066037	Hnrnpr	38.53583333	39.94898333	41.55488333	39.05598333	47.02255
ENSMUSG00000066036	Ubr4	30.02743333	29.67891667	34.85148333	35.36301667	30.96256667
ENSMUSG00000057335	Cep170	13.30843333	12.67931667	5.055356667	11.29941667	10.96941667
ENSMUSG00000089661	Mia	0.203343667	3.62809	0.351619833	1.0649	5.417688333
ENSMUSG00000089669	Tnfsf13	3.813975	4.067615	4.374386667	2.339586667	2.339586667
ENSMUSG00000050812	AI314180	30.03795	30.15355	33.58816667	32.3487	29.53058333
ENSMUSG00000009418	Nav1	2.948758333	3.707326667	1.68574	2.841428333	3.167075
ENSMUSG00000084786	Ubl5	206.3823333	190.9831667	265.3755	194.04	215.1853333
ENSMUSG00000016664	Pacsin2	38.58765	41.62075	28.44266667	34.76973333	37.67681667
ENSMUSG00000002524	Puf60	61.07233333	66.71303333	42.834	46.74778333	55.73553333
ENSMUSG00000002031	Ift46	45.66235	43.46015	71.47483333	36.92771667	30.89653333
ENSMUSG00000052684	Jun	22.50265	20.43256667	21.3809	17.89031667	17.34926667
ENSMUSG00000091575	2010016I18Rik	0.682559667	0.563775167	2.76971	1.28065	0.805947167
ENSMUSG00000078193	Gm2000	44.41016667	42.04248333	26.67965	31.81605	39.27491667
ENSMUSG00000067818	Myl9	3.952408333	1.029355	10.03641333	3.177738333	0.675790667
ENSMUSG00000050132	Sarm1	1.803906667	1.715696667	0.283363333	0.918258167	0.8627235
ENSMUSG00000038803	Ost4	52.93878333	63.88576667	55.49195	47.89963333	55.08373333
ENSMUSG00000018882	Mrpl45	18.23836667	16.94751667	10.50883333	14.49235	16.09353333
ENSMUSG00000078444	Gm10941	0.8773155	0.36264775	0.226464167	0.889484667	1.15275
ENSMUSG00000078441	Scamp4	19.82346667	21.41028333	20.2916	20.61826667	21.66453333
ENSMUSG00000078440	Dohh	12.60188333	14.84536667	8.463686667	11.098025	13.96156667
ENSMUSG00000038506	Dcun1d2	6.478383333	6.28243	5.79385	5.80228	5.670403333
ENSMUSG00000059939	9430015G10Rik	11.50233333	11.94928333	11.21055	14.0632	13.1805
ENSMUSG00000096718	Zfp781	1.110571667	1.244368333	1.171128333	1.21788	1.347033333
ENSMUSG00000038502	Ptov1	44.48061667	46.74778333	48.08936667	40.54831667	39.80168333
ENSMUSG00000038503	Mesdc2	32.11835	38.75596667	35.27288333	25.4181	33.34885
ENSMUSG00000037126	Psd	1.597115	1.539246667	0.4273125	0.944862667	1.175438333
ENSMUSG00000037129	Tmprss13	0.467222	0.063457767	0.9976715	1.644448333	0.442707833
ENSMUSG00000029012	Orc5	9.486993333	9.258763333	9.484256667	9.169543333	10.13602
ENSMUSG00000019756	Prl8a1	1.087241667	1.452395	1.199718333	1.36773	1.55741
ENSMUSG00000030751	Psma1	84.7976	83.73728333	77.85043333	89.12085	101.0062
ENSMUSG00000039676	Capsl	2.349886667	2.425008333	7.994468333	3.29876	2.055046667
ENSMUSG00000039671	Zmynd8	28.14708333	27.22546667	24.6432	23.16801667	23.47008333
ENSMUSG00000039670	Oxld1	6.040376667	4.381498333	4.889251667	5.13568	3.63732
ENSMUSG00000039672	Kcne2	0.0527641	0.250428667	5.028055	0.185530833	0.070195367
ENSMUSG00000039678	Tbc1d13	14.65326667	16.6243	15.92938333	15.88655	17.74235
ENSMUSG00000079716	Map3k4	6.26531	5.837046667	8.736081667	7.367586667	7.251306667
ENSMUSG00000023307	5-Mar	46.89828333	49.62956667	27.97486667	41.92313333	43.60556667
ENSMUSG00000015668	Pdzd11	18.62786667	21.71728333	15.72285833	18.69856667	23.55218333
ENSMUSG00000054905	Stfa3	5.225896667	2.720231667	1.003939833	2.761165	3.649175
ENSMUSG00000021238	Aldh6a1	4.954651667	3.528041667	13.7292	5.374076667	3.598175
ENSMUSG00000021235	Coq6	7.37594	9.889643333	8.033316667	8.549893333	8.350793333
ENSMUSG00000021236	Entpd5	4.826908333	4.294805	19.03363333	6.980631667	5.222496667
ENSMUSG00000000303	Cdh1	175.1705	146.4223333	226.4806667	225.663	195.5795
ENSMUSG00000000308	Ckmt1	17.05445	9.871905833	55.40356667	28.5544	16.09651667
ENSMUSG00000062054	Iah1	12.65035	9.061255	10.44616667	13.1618	10.59726667
ENSMUSG00000094870	Zfp131	15.25481667	13.64983333	8.585275	15.06741667	15.52306667
ENSMUSG00000056501	Cebpb	13.75008333	9.347345	7.105826667	8.039803333	8.311668333
ENSMUSG00000029027	Dffb	2.71958	3.71918	3.087136667	3.848558333	3.473083333
ENSMUSG00000029020	Mfn2	20.54438333	18.03008333	18.66903333	21.57133333	18.08326667
ENSMUSG00000029022	Miip	7.982541667	8.935131667	13.76501667	13.55505	14.695725
ENSMUSG00000029029	Wrap73	7.602825	7.963418333	5.894146667	7.214503333	7.93199
ENSMUSG00000029028	Lrrc47	10.19933333	13.75583333	10.42128667	9.558238333	13.61928333
ENSMUSG00000020549	Elac2	11.25616667	10.58363333	6.827053333	10.66713333	10.36947833
ENSMUSG00000038206	Fbxo8	6.382333333	6.434981667	7.894473333	6.708316667	6.644615
ENSMUSG00000038205	Prkab2	2.393141667	2.109408333	3.913596667	2.492011667	2.202348333
ENSMUSG00000020541	Tom1l1	16.57756667	21.91061667	26.52303333	23.27353333	27.45683333
ENSMUSG00000038208	Pgap3	2.784781667	2.850828333	5.362846667	3.271331667	2.815
ENSMUSG00000020544	Cox11	2.051023333	1.977881667	1.948303333	1.991068333	2.317255
ENSMUSG00000020547	Bzw2	35.27288333	36.73915	16.40113333	28.43043333	38.15226667
ENSMUSG00000020546	Stxbp4	4.437396667	4.069928333	2.819681667	3.663726667	3.380906667
ENSMUSG00000028779	Pef1	21.50948333	21.58978333	25.12758333	20.6826	21.96748333
ENSMUSG00000028772	Zcchc17	12.5317	11.21055	7.435765	10.47848333	11.25366667
ENSMUSG00000028771	Ptpn12	22.2436	21.44145	17.61975	23.28451667	19.7704
ENSMUSG00000028776	Tinagl1	72.36308333	60.87575	146.4223333	82.16648333	69.40458333
ENSMUSG00000063902	Gm7964	1.38492	1.418878333	1.607618333	1.408721667	2.233148333
ENSMUSG00000063904	Dpp3	37.00238333	37.77543333	25.1904	34.64311667	39.34585
ENSMUSG00000029798	Herc6	1.020153	1.3886	1.227021667	1.037801667	1.041836667
ENSMUSG00000029790	Cep41	4.183815	4.018543333	1.737878333	3.686983333	3.481408333
ENSMUSG00000045996	Polr2k	46.42431667	47.4718	33.77325	35.65238333	51.73661667
ENSMUSG00000025078	Nhlrc2	10.21559	9.702858333	10.77551667	10.13656833	10.06461333
ENSMUSG00000025076	Casp7	9.342888333	10.63178333	6.996981667	9.427608333	8.083956667
ENSMUSG00000025077	Dclre1a	7.483023333	7.511343333	6.727721667	6.444553333	7.050728333
ENSMUSG00000052085	Dock8	0.884166833	1.569898333	1.565338333	0.624560333	1.461948333
ENSMUSG00000013629	Cad	17.46155	20.81293333	9.23979	19.64783333	25.44191667
ENSMUSG00000013622	Atraid	19.09808333	18.96331667	29.3795	16.72541667	18.67465
ENSMUSG00000035898	Uba6	10.94456667	9.059401667	9.5061	11.998	10.57273333
ENSMUSG00000035890	Rnf126	10.11690333	12.23388333	8.127208333	10.29823	12.738
ENSMUSG00000052337	Immt	66.38876667	63.31275	43.36446667	58.39051667	58.40636667
ENSMUSG00000032327	Stra6	0.780397	0.7189675	2.754035	0.969074167	0.894802833
ENSMUSG00000032324	Tspan3	49.73175	41.49811667	44.02303333	45.95178333	40.2664
ENSMUSG00000052334	1700024B05Rik	3.191356667	3.97902	0.501790833	1.555373333	1.981685
ENSMUSG00000032322	Pstpip1	3.730803333	3.682258333	3.529063333	6.905593333	5.21686
ENSMUSG00000052331	Ankrd44	4.633928333	4.607268333	9.20121	4.905608333	4.516756667
ENSMUSG00000037946	Fgd3	33.93256667	18.52063333	29.81836667	38.63115	20.58051667
ENSMUSG00000023892	Zfp51	3.793525	3.776126667	5.555923333	5.307743333	3.985483333
ENSMUSG00000032328	Tmem30a	43.46015	38.98291667	61.11485	46.87235	39.30746667
ENSMUSG00000070306	Ccdc153	1.04257	1.966543333	0.354402	0.511296667	0.439654333
ENSMUSG00000021796	Bmpr1a	16.79786667	18.87345	26.27381667	18.55553333	18.24511667
ENSMUSG00000021795	Sftpd	7.659766667	6.770828333	190.9831667	6.590393333	4.170318333
ENSMUSG00000021792	Fam213a	19.5732	23.85503333	50.50553333	27.82741667	32.29345
ENSMUSG00000021798	Ldb3	0.970051667	0.813096167	1.151116667	0.978680333	0.600595
ENSMUSG00000086784	Isoc2a	5.442325	5.673568333	3.824813333	3.961415	2.226075
ENSMUSG00000051669	AU021092	1.20243	2.599415	1.847496667	0.728087333	2.343155
ENSMUSG00000053062	Jam2	1.208351667	3.087136667	1.128908333	1.231541667	3.729621667
ENSMUSG00000024678	Ms4a4d	4.309158333	6.175263333	2.014293333	2.809045	3.478065
ENSMUSG00000074994	Qser1	6.081048333	6.945905	8.300318333	6.62199	6.12184
ENSMUSG00000032812	Arap1	16.238	20.43256667	18.81581667	19.7989	12.02255
ENSMUSG00000027712	Anxa5	212.541	256.2935	396.0143333	183.0153333	226.4806667
ENSMUSG00000036315	Znrd1	13.32656667	14.84918333	15.49461667	12.80958333	15.60355
ENSMUSG00000022853	Ehhadh	0.496682333	0.731856	1.137003333	0.726264333	1.367281667
ENSMUSG00000022855	Senp2	15.27988333	13.59226667	17.4088	17.32174167	15.40031667
ENSMUSG00000022856	Tmem41a	4.514625	4.04944	4.687115833	4.783136667	4.327848333
ENSMUSG00000022858	Tra2b	48.00191667	59.13668333	56.03596667	51.07103333	70.33233333
ENSMUSG00000030417	Pdcd5	48.55995	51.80151667	38.2398	42.09308333	52.35633333
ENSMUSG00000030413	Pglyrp1	2.08758	3.130318333	37.35718333	4.243405	4.618515
ENSMUSG00000030410	Dmwd	11.6789	11.89306667	9.316553333	11.24965	10.97431667
ENSMUSG00000027329	Spef1	2.0674025	3.360016667	4.537296667	3.402233333	3.354713333
ENSMUSG00000027324	Rpusd2	1.824115	2.067963333	1.869881667	2.015438333	2.183048333
ENSMUSG00000027326	Casc5	3.164995	5.086653333	1.930525	3.893636667	6.061193333
ENSMUSG00000027327	1700037H04Rik	22.39816667	26.23583333	20.14413333	21.22551667	23.16015
ENSMUSG00000027323	Rad51	6.910741667	14.53535	3.059865	8.598751667	13.18963333
ENSMUSG00000025069	Gsto2	12.44365	10.61035	3.19575	7.6309	8.235428333
ENSMUSG00000022387	Brd1	23.26355	23.88616667	22.8272	21.77006667	21.9073
ENSMUSG00000022386	Trmu	9.108331667	8.799758333	9.352313333	11.05248333	9.337891667
ENSMUSG00000040829	Zmynd15	4.518986667	3.969018333	5.50151	5.950555	4.68748
ENSMUSG00000031488	Rab11fip1	11.59618333	8.571486667	59.09198333	18.66903333	11.2634
ENSMUSG00000078897	Gm4724	16.34888333	15.2113	12.4582	13.67228333	14.39661667
ENSMUSG00000040820	Hlcs	2.94099	3.055483333	4.550346667	3.499696667	3.511061667
ENSMUSG00000040822	1700123O20Rik	10.40849167	9.463978333	8.441798333	10.08019	10.50353333
ENSMUSG00000040824	Snrpd2	115.2673333	127.4851667	98.23448333	110.1198333	136.6993333
ENSMUSG00000078894	2210418O10Rik	6.713028333	4.24726	6.92372	4.202901667	4.122618333
ENSMUSG00000031486	Gpr124	14.31285	14.10805	3.383315	9.733511667	10.67373333
ENSMUSG00000001157	Gmcl1	15.03615	12.85091667	17.22301667	14.24653333	11.45211667
ENSMUSG00000031485	Prosc	17.53581667	18.51563333	14.53535	20.54438333	18.41783333
ENSMUSG00000031482	Slc25a15	2.12269	2.396528333	2.917833333	2.164026667	2.813271667
ENSMUSG00000010277	2610507B11Rik	45.25906667	44.02303333	55.87106667	51.44098333	40.9894
ENSMUSG00000074604	Mgst2	17.77140833	16.65776667	18.85336667	20.10096667	13.3435
ENSMUSG00000009654	Oit3	0.922831833	2.692976667	1.235913333	0.5927675	1.009137167
ENSMUSG00000003308	Keap1	10.16666167	10.68465	12.6938	9.793011667	10.45841667
ENSMUSG00000003309	Ap1m2	20.45215	21.43343333	31.7281	27.74516667	28.34086667
ENSMUSG00000030281	Il17rc	21.92168333	23.62855	12.9989	19.57986667	14.51151667
ENSMUSG00000047881	Rell1	21.16636667	15.07876667	22.30986667	32.40318333	25.10906667
ENSMUSG00000047888	Tnrc6b	7.473173333	6.687735	6.754035	6.845628333	5.41875
ENSMUSG00000069520	Tmem19	13.75886667	12.36226667	8.444721667	12.738	10.256835
ENSMUSG00000045954	Sdpr	14.55785	6.736821667	49.07418333	15.72193333	5.04448
ENSMUSG00000028980	H6pd	11.34446667	10.177265	14.20671667	11.3236	8.929861667
ENSMUSG00000028982	Slc25a33	2.951238333	3.494215	2.076171667	2.267641667	3.200341667
ENSMUSG00000028986	Klhl7	12.27223333	10.80305	11.02818333	10.14528	9.235868333
ENSMUSG00000083012	Fam220a	6.741923333	2.569978333	1.150093333	1.749883333	2.557
ENSMUSG00000046753	Ccdc66	5.336925	5.406231667	4.671493333	5.400418333	5.557886667
ENSMUSG00000046756	Mrps7	19.19021667	16.83241667	10.73921667	16.03871667	14.8225
ENSMUSG00000035139	Secisbp2	4.718738333	4.194313333	4.474981667	6.296036667	4.05857
ENSMUSG00000035133	Arhgap5	19.24641667	17.79003333	29.69533333	22.08731667	22.53846667
ENSMUSG00000096201	Gm10715	1.52673	0.927938667	0.090921967	0.615106333	0.584582333
ENSMUSG00000078606	Gm4070	4.924963333	4.30058	2.468755	6.613831667	4.393063333
ENSMUSG00000004947	Dtx2	6.65101	6.682976667	5.741001667	6.574871667	6.272165
ENSMUSG00000004945	Tmem242	24.5128	22.45659167	23.37056667	21.18265	25.45716667
ENSMUSG00000038895	Zfp653	1.544893333	1.903881667	2.599415	1.738898333	1.868281667
ENSMUSG00000001270	Ckb	4.395523333	10.21996667	7.015958333	3.717663333	9.948386667
ENSMUSG00000010392	Gosr1	17.15058333	15.74303333	13.25028333	14.50376667	14.20458333
ENSMUSG00000030125	Lrrc23	0.095037883	0.053245533	1.790615	0.04675875	0.195743333
ENSMUSG00000074384	AI429214	2.84634	2.385421667	2.32701	2.49973	2.475371667
ENSMUSG00000001891	Ugp2	23.04381667	22.67381667	35.07115	28.09425	27.1532
ENSMUSG00000024537	Psmg2	17.22843333	16.06515	11.94928333	17.71118333	20.087
ENSMUSG00000024533	Spire1	5.249938333	5.921011667	3.037276667	5.1868	5.945213333
ENSMUSG00000024538	Ppic	49.79468333	50.7736	40.398	49.13931667	57.1921
ENSMUSG00000024539	Ptpn2	15.5318	16.85868333	12.17558333	13.7315	19.40886667
ENSMUSG00000059743	Fdps	92.87638333	95.80326667	72.77258333	103.4331667	119.385
ENSMUSG00000056749	Nfil3	5.91752	5.67752	5.680063333	5.231626667	5.402926667
ENSMUSG00000041836	Ptpre	5.05472	5.793096667	4.466086667	4.962713333	5.429236667
ENSMUSG00000041837	Pdcd7	4.034945	3.648051667	4.736486667	4.140555	3.805088333
ENSMUSG00000003813	Rad23a	34.01221667	40.684	26.7213	32.88113333	39.67091667
ENSMUSG00000096472	Cdkn2d	4.497986667	5.034956667	4.998951667	3.261061667	6.087301667
ENSMUSG00000024253	Dync2li1	9.187243333	8.015053333	13.3435	9.861318333	7.77708
ENSMUSG00000066175	2510046G10Rik	0.613377167	0.869173	0.7827385	0.622518833	1.122328333
ENSMUSG00000015850	Adamtsl4	56.64753333	27.71855	61.55835	68.68813333	35.57045
ENSMUSG00000052534	Pbx1	20.7412	24.7272	57.47346667	27.2332	31.22705
ENSMUSG00000052533	Nup188	16.21765	21.89201667	15.3977	17.89955	21.29725
ENSMUSG00000052539	Magi3	8.022345	7.319685	11.34871667	8.049248333	6.00279
ENSMUSG00000059981	Taok2	15.40961667	14.34236667	16.48451667	14.41083333	13.31168333
ENSMUSG00000029715	Pop7	8.85127	12.5589	4.995088333	7.043548333	11.03073333
ENSMUSG00000029713	Gnb2	172.1208333	192.0838333	162.1648333	161.6236667	205.5871667
ENSMUSG00000029710	Ephb4	24.73601667	21.15615	15.29033333	26.0573	21.43003333
ENSMUSG00000021809	Nudt13	3.573446667	4.168963333	2.7824	3.111785	3.285851667
ENSMUSG00000021807	2700060E02Rik	43.84923333	42.72578333	45.78336667	42.18838333	42.41255
ENSMUSG00000021806	Nid2	20.44938333	12.04706667	33.93256667	15.65188333	6.95583
ENSMUSG00000033308	Dpyd	0.112118833	0.2238445	2.42787	0.418645667	0.259508
ENSMUSG00000033307	Mif	312.7848333	347.0968333	210.7908333	231.1463333	349.8051667
ENSMUSG00000036155	Mgat5	11.63943333	10.36947833	6.5157	12.61783333	9.87873
ENSMUSG00000038463	Olfml2b	2.91349	3.20379	6.110768333	2.032921667	2.150216667
ENSMUSG00000038467	Chmp4b	61.27775	58.26808333	58.8888	50.53321667	56.57353333
ENSMUSG00000030659	Nucb2	38.2465	38.25823333	35.05191667	38.2398	37.1136
ENSMUSG00000030655	Smg1	14.53081667	13.91698333	24.03905	17.14015	12.5505
ENSMUSG00000037685	Atp8a1	2.130613333	2.04071	6.629445	2.853306667	3.135035
ENSMUSG00000014077	Chp1	41.08028333	38.41678333	63.80208333	45.12306667	37.35718333
ENSMUSG00000014074	Rnf168	7.947775	7.967273333	5.869151667	6.779028333	7.677878333
